Surface-Form,Link,Part-of-Speech
Système politique,https://fr.wikipedia.org/wiki/Système_politique,NNP NN
Conseil national,https://fr.wikipedia.org/wiki/Conseil_national,NNP JJ
SPÖ,https://fr.wikipedia.org/wiki/SPÖ,NN
ÖVP,https://fr.wikipedia.org/wiki/ÖVP,NN
FPÖ,https://fr.wikipedia.org/wiki/FPÖ,NN
die Grünen,https://fr.wikipedia.org/wiki/die_Grünen,NN NNP
président fédéral,https://fr.wikipedia.org/wiki/président_fédéral,JJ NN
Heinz Fischer,https://fr.wikipedia.org/wiki/Heinz_Fischer,NNP NNP
Benita Ferrero-Waldner,https://fr.wikipedia.org/wiki/Benita_Ferrero-Waldner,NNP NN
Politique internationale,https://fr.wikipedia.org/wiki/Politique_internationale,NNP NN
OTAN,https://fr.wikipedia.org/wiki/OTAN,NN
neutralité autrichienne,https://fr.wikipedia.org/wiki/neutralité_autrichienne,NN NN
Traité d'État autrichien,https://fr.wikipedia.org/wiki/Traité_d'État_autrichien,NNP NN NN
Association européenne de libre-échange,https://fr.wikipedia.org/wiki/Association_européenne_de_libre-échange,NNP FW FW NN
schilling autrichien,https://fr.wikipedia.org/wiki/schilling_autrichien,VBG NN
Forces armées,https://fr.wikipedia.org/wiki/Forces_armées,NNS VBP
Armée autrichienne,https://fr.wikipedia.org/wiki/Armée_autrichienne,NNP NN
Organisation territoriale,https://fr.wikipedia.org/wiki/Organisation_territoriale,NNP NN
Organisation territoriale de l'Autriche,https://fr.wikipedia.org/wiki/Organisation_territoriale_de_l'Autriche,NNP NN FW NN
État fédéré,https://fr.wikipedia.org/wiki/État_fédéré,NN NN
groupe d’États,https://fr.wikipedia.org/wiki/groupe_d’États,NN NN CD NNS
Bundesländer (États),https://fr.wikipedia.org/wiki/Bundesländer_(États),NNP ( NNS )
États d'Autriche,https://fr.wikipedia.org/wiki/États_d'Autriche,NNS VBP
Bundesländer,https://fr.wikipedia.org/wiki/Bundesländer,NN
Basse-Autriche,https://fr.wikipedia.org/wiki/Basse-Autriche,NN
Sankt Pölten,https://fr.wikipedia.org/wiki/Sankt_Pölten,NNP NNP
Burgenland,https://fr.wikipedia.org/wiki/Burgenland,NN
Eisenstadt,https://fr.wikipedia.org/wiki/Eisenstadt,NN
Carinthie,https://fr.wikipedia.org/wiki/Carinthie,NN
Klagenfurt,https://fr.wikipedia.org/wiki/Klagenfurt,NNP
Haute-Autriche,https://fr.wikipedia.org/wiki/Haute-Autriche,NN
Styrie,https://fr.wikipedia.org/wiki/Styrie,NN
Tyrol,https://fr.wikipedia.org/wiki/Tyrol,NN
Vorarlberg,https://fr.wikipedia.org/wiki/Vorarlberg,NNP
Bregenz,https://fr.wikipedia.org/wiki/Bregenz,NNP
Économie de l'Autriche,https://fr.wikipedia.org/wiki/Économie_de_l'Autriche,NN IN NN
Énergie en Autriche,https://fr.wikipedia.org/wiki/Énergie_en_Autriche,NN VBZ NNP
produit intérieur brut,https://fr.wikipedia.org/wiki/produit_intérieur_brut,NN NN NN
parité de pouvoir d'achat,https://fr.wikipedia.org/wiki/parité_de_pouvoir_d'achat,NN IN FW NNS
primaire,https://fr.wikipedia.org/wiki/primaire,NN
agroalimentaire,https://fr.wikipedia.org/wiki/agroalimentaire,NN
Démographie de l'Autriche,https://fr.wikipedia.org/wiki/Démographie_de_l'Autriche,NNP FW NN
Villes,https://fr.wikipedia.org/wiki/Villes,NNS
Villes d'Autriche,https://fr.wikipedia.org/wiki/Villes_d'Autriche,NNS NN
Culture de l'Autriche,https://fr.wikipedia.org/wiki/Culture_de_l'Autriche,NN FW NN
Wolfgang Amadeus Mozart,https://fr.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,NNP NNP NNP
Franz Schubert,https://fr.wikipedia.org/wiki/Franz_Schubert,NNP NNP
Johann Strauss,https://fr.wikipedia.org/wiki/Johann_Strauss,NNP NNP
père,https://fr.wikipedia.org/wiki/père,NN
fils,https://fr.wikipedia.org/wiki/fils,NNS
Anton Bruckner,https://fr.wikipedia.org/wiki/Anton_Bruckner,NNP NNP
Gustav Mahler,https://fr.wikipedia.org/wiki/Gustav_Mahler,NNP NNP
Egon Schiele,https://fr.wikipedia.org/wiki/Egon_Schiele,NNP NNP
Gustav Klimt,https://fr.wikipedia.org/wiki/Gustav_Klimt,NNP NNP
Arthur Schnitzler,https://fr.wikipedia.org/wiki/Arthur_Schnitzler,NNP NNP
Thomas Bernhard,https://fr.wikipedia.org/wiki/Thomas_Bernhard,NNP NNP
Ingeborg Bachmann,https://fr.wikipedia.org/wiki/Ingeborg_Bachmann,NNP NNP
Elfriede Jelinek,https://fr.wikipedia.org/wiki/Elfriede_Jelinek,NNP NNP
Robert Musil,https://fr.wikipedia.org/wiki/Robert_Musil,NNP NNP
Adolf Loos,https://fr.wikipedia.org/wiki/Adolf_Loos,NNP NNP
Otto Wagner,https://fr.wikipedia.org/wiki/Otto_Wagner,NNP NNP
Josef Hoffmann,https://fr.wikipedia.org/wiki/Josef_Hoffmann,NNP NNP
Stefan Zweig,https://fr.wikipedia.org/wiki/Stefan_Zweig,NNP NNP
Otto Benesch,https://fr.wikipedia.org/wiki/Otto_Benesch,NNP NNP
Mariette Lydis,https://fr.wikipedia.org/wiki/Mariette_Lydis,NNP NNP
Arnold Schoenberg,https://fr.wikipedia.org/wiki/Arnold_Schoenberg,NNP NNP
Erich Wolfgang Korngold,https://fr.wikipedia.org/wiki/Erich_Wolfgang_Korngold,NNP NNP NNP
Max Reinhardt,https://fr.wikipedia.org/wiki/Max_Reinhardt,NNP NNP
Michael Haneke,https://fr.wikipedia.org/wiki/Michael_Haneke,NNP NNP
Margarethe Wallmann,https://fr.wikipedia.org/wiki/Margarethe_Wallmann,NNP NNP
Arnold Schwarzenegger,https://fr.wikipedia.org/wiki/Arnold_Schwarzenegger,NNP NNP
Langues en Autriche,https://fr.wikipedia.org/wiki/Langues_en_Autriche,NNS VBP NNP
alévis,https://fr.wikipedia.org/wiki/alévis,NN
bektachi,https://fr.wikipedia.org/wiki/bektachi,NN
alévisme,https://fr.wikipedia.org/wiki/alévisme,NN
cemevi,https://fr.wikipedia.org/wiki/cemevi,NN
Bosnie,https://fr.wikipedia.org/wiki/Bosnie,NNP
Turquie,https://fr.wikipedia.org/wiki/Turquie,NN
Cuisine autrichienne,https://fr.wikipedia.org/wiki/Cuisine_autrichienne,NNP NN
Presse écrite,https://fr.wikipedia.org/wiki/Presse_écrite,NNP NN
Liste de journaux en Autriche,https://fr.wikipedia.org/wiki/Liste_de_journaux_en_Autriche,NNP FW FW FW NNP
Musique classique,https://fr.wikipedia.org/wiki/Musique_classique,NNP NN
Concentus Musicus Wien,https://fr.wikipedia.org/wiki/Concentus_Musicus_Wien,NNP NNP NNP
Nikolaus Harnoncourt,https://fr.wikipedia.org/wiki/Nikolaus_Harnoncourt,NNP NNP
Orchestre philharmonique de Vienne,https://fr.wikipedia.org/wiki/Orchestre_philharmonique_de_Vienne,NNP NN FW NNP
Littérature autrichienne,https://fr.wikipedia.org/wiki/Littérature_autrichienne,NN NN
Sport en Autriche,https://fr.wikipedia.org/wiki/Sport_en_Autriche,NNP VBZ NNP
Mozart,https://fr.wikipedia.org/wiki/Mozart,NN
Ludwig Boltzmann,https://fr.wikipedia.org/wiki/Ludwig_Boltzmann,NNP NNP
Erwin Schrödinger,https://fr.wikipedia.org/wiki/Erwin_Schrödinger,NNP NNP
Kurt Gödel,https://fr.wikipedia.org/wiki/Kurt_Gödel,NNP NNP
Ludwig von Mises,https://fr.wikipedia.org/wiki/Ludwig_von_Mises,NNP NN NNS
Friedrich Hayek,https://fr.wikipedia.org/wiki/Friedrich_Hayek,NNP NNP
Karl Popper,https://fr.wikipedia.org/wiki/Karl_Popper,NNP NNP
Ludwig Wittgenstein,https://fr.wikipedia.org/wiki/Ludwig_Wittgenstein,NNP NNP
Sigmund Freud,https://fr.wikipedia.org/wiki/Sigmund_Freud,NNP NNP
Carl Zuckmayer,https://fr.wikipedia.org/wiki/Carl_Zuckmayer,NNP NNP
Joseph Roth,https://fr.wikipedia.org/wiki/Joseph_Roth,NNP NNP
Oskar Kokoschka,https://fr.wikipedia.org/wiki/Oskar_Kokoschka,NNP NNP
Romy Schneider,https://fr.wikipedia.org/wiki/Romy_Schneider,NNP NNP
Christoph Waltz,https://fr.wikipedia.org/wiki/Christoph_Waltz,NNP NNP
Helmut Berger,https://fr.wikipedia.org/wiki/Helmut_Berger,NNP NNP
Adolf Hitler,https://fr.wikipedia.org/wiki/Adolf_Hitler,NNP NNP
sionisme,https://fr.wikipedia.org/wiki/sionisme,NN
Theodor Herzl,https://fr.wikipedia.org/wiki/Theodor_Herzl,NNP NNP
skieurs alpins,https://fr.wikipedia.org/wiki/skieurs_alpins,NNS NNS
Toni Sailer,https://fr.wikipedia.org/wiki/Toni_Sailer,NNP NNP
Hermann Maier,https://fr.wikipedia.org/wiki/Hermann_Maier,NNP NNP
Annemarie Moser-Pröll,https://fr.wikipedia.org/wiki/Annemarie_Moser-Pröll,NNP NNP
Anita Wachter,https://fr.wikipedia.org/wiki/Anita_Wachter,NNP NNP
Benjamin Raich,https://fr.wikipedia.org/wiki/Benjamin_Raich,NNP NNP
Formule 1,https://fr.wikipedia.org/wiki/Formule_1,NN CD
Jochen Rindt,https://fr.wikipedia.org/wiki/Jochen_Rindt,NNP NNP
Niki Lauda,https://fr.wikipedia.org/wiki/Niki_Lauda,NNP NNP
Fêtes et jours fériés,https://fr.wikipedia.org/wiki/Fêtes_et_jours_fériés,NNS VBP NNS VBP
Photographies,https://fr.wikipedia.org/wiki/Photographies,NNS
Lac de Neusiedl,https://fr.wikipedia.org/wiki/Lac_de_Neusiedl,NNP FW NNP
Bassin de Vienne,https://fr.wikipedia.org/wiki/Bassin_de_Vienne,NNP FW NNP
Wachau,https://fr.wikipedia.org/wiki/Wachau,NN
Hallstatt,https://fr.wikipedia.org/wiki/Hallstatt,NN
.at,https://fr.wikipedia.org/wiki/.at,NN
architectes,https://fr.wikipedia.org/wiki/architectes,NNS
prix Pritzker,https://fr.wikipedia.org/wiki/prix_Pritzker,NN NN
Jusqu'au XIe siècle,https://fr.wikipedia.org/wiki/Jusqu'au_XIe siècle,NNP NNP NN
Dédale,https://fr.wikipedia.org/wiki/Dédale,NN
Nimrod,https://fr.wikipedia.org/wiki/Nimrod,NN
Sénènmout,https://fr.wikipedia.org/wiki/Sénènmout,NN
Imhotep,https://fr.wikipedia.org/wiki/Imhotep,NN
Callicratès,https://fr.wikipedia.org/wiki/Callicratès,NN
Ictinos,https://fr.wikipedia.org/wiki/Ictinos,NNS
Lu Ban,https://fr.wikipedia.org/wiki/Lu_Ban,NNP NNP
Mnésiclès,https://fr.wikipedia.org/wiki/Mnésiclès,NN
Sostrate de Cnide,https://fr.wikipedia.org/wiki/Sostrate_de_Cnide,NNP FW NNP
Vitruve,https://fr.wikipedia.org/wiki/Vitruve,NN
Isidore de Milet,https://fr.wikipedia.org/wiki/Isidore_de_Milet,NNP FW NNP
Apollodore de Damas,https://fr.wikipedia.org/wiki/Apollodore_de_Damas,NNP FW NNP
Celer,https://fr.wikipedia.org/wiki/Celer,NN
Anthémius de Tralles,https://fr.wikipedia.org/wiki/Anthémius_de_Tralles,NNP FW NNP
Eginhard,https://fr.wikipedia.org/wiki/Eginhard,NN
Yu Hao,https://fr.wikipedia.org/wiki/Yu_Hao,NNP NNP
Suger de Saint-Denis,https://fr.wikipedia.org/wiki/Suger_de_Saint-Denis,NNP IN NNP
1080,https://fr.wikipedia.org/wiki/1080,CD
1081,https://fr.wikipedia.org/wiki/1081,CD
1151,https://fr.wikipedia.org/wiki/1151,CD
Guillaume de Volpiano,https://fr.wikipedia.org/wiki/Guillaume_de_Volpiano,NNP FW NNP
Nés au XIIe siècle,https://fr.wikipedia.org/wiki/Nés_au_XIIe siècle,NNP NN NNP NN
Pierre de Montreuil,https://fr.wikipedia.org/wiki/Pierre_de_Montreuil,NNP FW NNP
Jehan de Chelles,https://fr.wikipedia.org/wiki/Jehan_de_Chelles,NNP FW NNP
Nés au XIIIe siècle,https://fr.wikipedia.org/wiki/Nés_au_XIIIe siècle,NNP NN NNP NN
Renaud de Cormont,https://fr.wikipedia.org/wiki/Renaud_de_Cormont,NNP FW NNP
Thomas de Cormont,https://fr.wikipedia.org/wiki/Thomas_de_Cormont,NNP FW NNP
Villard de Honnecourt,https://fr.wikipedia.org/wiki/Villard_de_Honnecourt,NNP FW NNP
Robert de Luzarches,https://fr.wikipedia.org/wiki/Robert_de_Luzarches,NNP NNP NNP
Jean d'Orbais,https://fr.wikipedia.org/wiki/Jean_d'Orbais,NNP NN
Gaucher de Reims,https://fr.wikipedia.org/wiki/Gaucher_de_Reims,NNP FW NNP
Jean-le-Loup,https://fr.wikipedia.org/wiki/Jean-le-Loup,NN
Bernard de Soissons,https://fr.wikipedia.org/wiki/Bernard_de_Soissons,NNP FW NNP
Nés au XIVe siècle,https://fr.wikipedia.org/wiki/Nés_au_XIVe siècle,NNP VBZ NNP NN
Raymond du Temple,https://fr.wikipedia.org/wiki/Raymond_du_Temple,NNP NN NN
1404,https://fr.wikipedia.org/wiki/1404,CD
Filippo Brunelleschi,https://fr.wikipedia.org/wiki/Filippo_Brunelleschi,NNP NNP
1377,https://fr.wikipedia.org/wiki/1377,CD
1446,https://fr.wikipedia.org/wiki/1446,CD
Michelozzo,https://fr.wikipedia.org/wiki/Michelozzo,NN
1396,https://fr.wikipedia.org/wiki/1396,CD
1472,https://fr.wikipedia.org/wiki/1472,CD
Nés au XVe siècle,https://fr.wikipedia.org/wiki/Nés_au_XVe siècle,NNP NN NNP NN
Alonso Rodríguez,https://fr.wikipedia.org/wiki/Alonso_Rodríguez,NNP NNP
1513,https://fr.wikipedia.org/wiki/1513,CD
Alosius de Milan,https://fr.wikipedia.org/wiki/Alosius_de_Milan,NNP FW NNP
Antón Egas,https://fr.wikipedia.org/wiki/Antón_Egas,NNP NNP
1475,https://fr.wikipedia.org/wiki/1475,CD
1531,https://fr.wikipedia.org/wiki/1531,CD
Alosius le Jeune,https://fr.wikipedia.org/wiki/Alosius_le_Jeune,NNP VBZ NNP
Leon Battista Alberti,https://fr.wikipedia.org/wiki/Leon_Battista_Alberti,NNP NNP NNP
Bramante,https://fr.wikipedia.org/wiki/Bramante,NNP
1444,https://fr.wikipedia.org/wiki/1444,CD
1514,https://fr.wikipedia.org/wiki/1514,CD
Le Filarète,https://fr.wikipedia.org/wiki/Le_Filarète,NNP NNP
1400,https://fr.wikipedia.org/wiki/1400,CD
1469,https://fr.wikipedia.org/wiki/1469,CD
Roulland Le Roux,https://fr.wikipedia.org/wiki/Roulland_Le_Roux,NNP NNP NNP
Giuliano da Sangallo,https://fr.wikipedia.org/wiki/Giuliano_da_Sangallo,NNP NN NN
1445,https://fr.wikipedia.org/wiki/1445,CD
1516,https://fr.wikipedia.org/wiki/1516,CD
Diego de Siloé,https://fr.wikipedia.org/wiki/Diego_de_Siloé,NNP FW NNP
1495,https://fr.wikipedia.org/wiki/1495,CD
1563,https://fr.wikipedia.org/wiki/1563,CD
Léonard de Vinci,https://fr.wikipedia.org/wiki/Léonard_de_Vinci,NNP FW NNP
1452,https://fr.wikipedia.org/wiki/1452,CD
1519,https://fr.wikipedia.org/wiki/1519,CD
Nés au XVIe siècle,https://fr.wikipedia.org/wiki/Nés_au_XVIe siècle,NNP VBZ NNP NN
Galeazzo Alessi,https://fr.wikipedia.org/wiki/Galeazzo_Alessi,NNP NNP
Bartolomeo Ammannati,https://fr.wikipedia.org/wiki/Bartolomeo_Ammannati,NNP NNP
Baptiste Androuet du Cerceau,https://fr.wikipedia.org/wiki/Baptiste_Androuet_du_Cerceau,NNP NNP NN NNP
Jean Androuet du Cerceau,https://fr.wikipedia.org/wiki/Jean_Androuet_du_Cerceau,NNP NNP NN NNP
 Androuet du Cerceau,https://fr.wikipedia.org/wiki/_Androuet_du_Cerceau,NNP NN NNP
Jacques II Androuet du Cerceau,https://fr.wikipedia.org/wiki/Jacques_II_Androuet_du_Cerceau,NNS NNP NNP NN NNP
Jean de Bautista de Tolède,https://fr.wikipedia.org/wiki/Jean_de_Bautista_de_Tolède,NNP FW NNP FW NNP
Salomon de Brosse,https://fr.wikipedia.org/wiki/Salomon_de_Brosse,NNP NNP NNP
Isaac de Caus,https://fr.wikipedia.org/wiki/Isaac_de_Caus,NNP FW NNP
Salomon de Caus,https://fr.wikipedia.org/wiki/Salomon_de_Caus,NNP NNP NNP
Philibert Delorme,https://fr.wikipedia.org/wiki/Philibert_Delorme,NNP NNP
Rodrigo Gil de Hontañón,https://fr.wikipedia.org/wiki/Rodrigo_Gil_de_Hontañón,NNP NNP IN NNP
Juan de Herrera,https://fr.wikipedia.org/wiki/Juan_de_Herrera,NNP FW NNP
Giulio Lasso,https://fr.wikipedia.org/wiki/Giulio_Lasso,NNP NNP
Pierre Lescot,https://fr.wikipedia.org/wiki/Pierre_Lescot,NNP NNP
Lambert Lombard,https://fr.wikipedia.org/wiki/Lambert_Lombard,NNP NNP
Carlo Maderno,https://fr.wikipedia.org/wiki/Carlo_Maderno,NNP NNP
Clément Métezeau,https://fr.wikipedia.org/wiki/Clément_Métezeau,NNP NNP
Clément II Métezeau,https://fr.wikipedia.org/wiki/Clément_II_Métezeau,NNP NNP NNP
Louis Métezeau,https://fr.wikipedia.org/wiki/Louis_Métezeau,NNP NNP
Thibault Métezeau,https://fr.wikipedia.org/wiki/Thibault_Métezeau,NN NNP
Michel-Ange,https://fr.wikipedia.org/wiki/Michel-Ange,NN
Andrea Palladio,https://fr.wikipedia.org/wiki/Andrea_Palladio,NNP NNP
Raffaello Sanzio,https://fr.wikipedia.org/wiki/Raffaello_Sanzio,NNP NNP
Heinrich Schickhardt,https://fr.wikipedia.org/wiki/Heinrich_Schickhardt,NNP NNP
Sinan,https://fr.wikipedia.org/wiki/Sinan,NN
Marin de la Vallée,https://fr.wikipedia.org/wiki/Marin_de_la_Vallée,NNP NNP FW NNP
Simon de la Vallée,https://fr.wikipedia.org/wiki/Simon_de_la_Vallée,NNP NNP FW NNP
Andrés de Vandelvira,https://fr.wikipedia.org/wiki/Andrés_de_Vandelvira,NNP FW NNP
Vignole,https://fr.wikipedia.org/wiki/Vignole,NN
Nés au XVIIe siècle,https://fr.wikipedia.org/wiki/Nés_au_XVIIe siècle,NNP NN NNP NN
Domingo de Andrade,https://fr.wikipedia.org/wiki/Domingo_de_Andrade,NNP FW NNP
Gian Lorenzo Bernini,https://fr.wikipedia.org/wiki/Gian_Lorenzo_Bernini,JJ NNP NNP
François Blondel,https://fr.wikipedia.org/wiki/François_Blondel,NNP NNP
Francesco Borromini,https://fr.wikipedia.org/wiki/Francesco_Borromini,NNP NNP
Libéral Bruant,https://fr.wikipedia.org/wiki/Libéral_Bruant,JJ NNP
José Benito Churriguera,https://fr.wikipedia.org/wiki/José_Benito_Churriguera,NNP NNP NNP
Leonardo de Figueroa,https://fr.wikipedia.org/wiki/Leonardo_de_Figueroa,NNP FW NNP
Ange-Jacques Gabriel,https://fr.wikipedia.org/wiki/Ange-Jacques_Gabriel,NNS NNP
Ferdinando Galli da Bibiena,https://fr.wikipedia.org/wiki/Ferdinando_Galli_da_Bibiena,NNP NNP NN NNP
1657,https://fr.wikipedia.org/wiki/1657,CD
1743,https://fr.wikipedia.org/wiki/1743,CD
Camillo-Guarino Guarini,https://fr.wikipedia.org/wiki/Camillo-Guarino_Guarini,NN NNP
Ustad Isa,https://fr.wikipedia.org/wiki/Ustad_Isa,NNP NNP
Inigo Jones,https://fr.wikipedia.org/wiki/Inigo_Jones,NNP NNP
Gabriel Le Duc,https://fr.wikipedia.org/wiki/Gabriel_Le_Duc,NNP NNP NNP
1625-1704,https://fr.wikipedia.org/wiki/1625-1704,JJ
Jacques Lemercier,https://fr.wikipedia.org/wiki/Jacques_Lemercier,NNS NNP
Antoine Le Pautre,https://fr.wikipedia.org/wiki/Antoine_Le_Pautre,NNP NNP NNP
Louis Le Vau,https://fr.wikipedia.org/wiki/Louis_Le_Vau,NNP NNP NNP
François Mansart,https://fr.wikipedia.org/wiki/François_Mansart,NNP NNP
Jules Hardouin-Mansart,https://fr.wikipedia.org/wiki/Jules_Hardouin-Mansart,NNS NNP
Blaise François Pagan,https://fr.wikipedia.org/wiki/Blaise_François_Pagan,NNP NNP NNP
Claude Perrault,https://fr.wikipedia.org/wiki/Claude_Perrault,NNP NNP
Sébastien Le Prestre de Vauban,https://fr.wikipedia.org/wiki/Sébastien_Le_Prestre_de_Vauban,NNP NNP NNP IN NNP
Pedro de Ribera,https://fr.wikipedia.org/wiki/Pedro_de_Ribera,NNP FW NNP
Jean Nicolas Servandoni,https://fr.wikipedia.org/wiki/Jean_Nicolas_Servandoni,NNP NNP NNP
Jean de la Vallée,https://fr.wikipedia.org/wiki/Jean_de_la_Vallée,NNP NNP FW NNP
Christoffer de la Vallée,https://fr.wikipedia.org/wiki/Christoffer_de_la_Vallée,NNP FW FW NNP
Christopher Wren,https://fr.wikipedia.org/wiki/Christopher_Wren,NNP NNP
Nés au XVIIIe siècle,https://fr.wikipedia.org/wiki/Nés_au_XVIIIe siècle,NNP NN NNP NN
Nicolai Abraham Abildgaard,https://fr.wikipedia.org/wiki/Nicolai_Abraham_Abildgaard,NNP NNP NNP
Robert Adam,https://fr.wikipedia.org/wiki/Robert_Adam,NNP NNP
Usad Ahmad,https://fr.wikipedia.org/wiki/Usad_Ahmad,NNP NNP
Jacques Denis Antoine,https://fr.wikipedia.org/wiki/Jacques_Denis_Antoine,NNS NNP NNP
Louis-Pierre Baltard,https://fr.wikipedia.org/wiki/Louis-Pierre_Baltard,JJ NNP
Jacques-François Blondel,https://fr.wikipedia.org/wiki/Jacques-François_Blondel,NNP NNP
Germain Boffrand,https://fr.wikipedia.org/wiki/Germain_Boffrand,NNP NNP
Étienne-Louis Boullée,https://fr.wikipedia.org/wiki/Étienne-Louis_Boullée,JJ NNP
Alexandre-Théodore Brongniart,https://fr.wikipedia.org/wiki/Alexandre-Théodore_Brongniart,NNP NNP
Charles Bulfinch,https://fr.wikipedia.org/wiki/Charles_Bulfinch,NNP NNP
Robert de Cotte,https://fr.wikipedia.org/wiki/Robert_de_Cotte,NNP NNP NNP
Laurent-Benoît Dewez,https://fr.wikipedia.org/wiki/Laurent-Benoît_Dewez,JJ NNP
Jean-Nicolas-Louis Durand,https://fr.wikipedia.org/wiki/Jean-Nicolas-Louis_Durand,NNP NNP
Johann Michael Fischer,https://fr.wikipedia.org/wiki/Johann_Michael_Fischer,NNP NNP NNP
Johann Bernhard Fischer von Erlach,https://fr.wikipedia.org/wiki/Johann_Bernhard_Fischer_von_Erlach,NNP NNP NNP NNP NNP
Emmanuel Héré,https://fr.wikipedia.org/wiki/Emmanuel_Héré,NNP NNP
Johann Lukas von Hildebrandt,https://fr.wikipedia.org/wiki/Johann_Lukas_von_Hildebrandt,NNP NNP NNP NNP
James Hoban,https://fr.wikipedia.org/wiki/James_Hoban,NNP NNP
Thomas Jefferson,https://fr.wikipedia.org/wiki/Thomas_Jefferson,NNP NNP
Pierre Charles L'Enfant,https://fr.wikipedia.org/wiki/Pierre_Charles_L'Enfant,NNP NNP NNP
Filippo Juvarra,https://fr.wikipedia.org/wiki/Filippo_Juvarra,NNP NNP
Benjamin Henry Latrobe,https://fr.wikipedia.org/wiki/Benjamin_Henry_Latrobe,NNP NNP NNP
Claude Nicolas Ledoux,https://fr.wikipedia.org/wiki/Claude_Nicolas_Ledoux,NNP NNP NNP
Jacques Philippe Mareschal,https://fr.wikipedia.org/wiki/Jacques_Philippe_Mareschal,NNS NNP NNP
Jean-Antoine Morand,https://fr.wikipedia.org/wiki/Jean-Antoine_Morand,JJ NNP
John Nash,https://fr.wikipedia.org/wiki/John_Nash,NNP NNP
Johann Balthasar Neumann,https://fr.wikipedia.org/wiki/Johann_Balthasar_Neumann,NNP NNP NNP
Jean Claude Pellechet,https://fr.wikipedia.org/wiki/Jean_Claude_Pellechet,JJ NNP NNP
Charles Percier,https://fr.wikipedia.org/wiki/Charles_Percier,NNP NNP
Matthäus Daniel Pöppelmann,https://fr.wikipedia.org/wiki/Matthäus_Daniel_Pöppelmann,NNP NNP NNP
André Portier,https://fr.wikipedia.org/wiki/André_Portier,NNP NNP
Jakob Prandtauer,https://fr.wikipedia.org/wiki/Jakob_Prandtauer,NNP NNP
Francesco Sabatini,https://fr.wikipedia.org/wiki/Francesco_Sabatini,NNP NNP
Karl Friedrich Schinkel,https://fr.wikipedia.org/wiki/Karl_Friedrich_Schinkel,NNP NNP NNP
Jacques-Germain Soufflot,https://fr.wikipedia.org/wiki/Jacques-Germain_Soufflot,NN NN
Luigi Vanvitelli,https://fr.wikipedia.org/wiki/Luigi_Vanvitelli,NNP NNP
Juan de Villanueva,https://fr.wikipedia.org/wiki/Juan_de_Villanueva,NNP FW NNP
Nés au XIXe siècle,https://fr.wikipedia.org/wiki/Nés_au_XIXe siècle,NNP NN NNP NN
Alvar Aalto,https://fr.wikipedia.org/wiki/Alvar_Aalto,NNP NNP
Paul Abadie,https://fr.wikipedia.org/wiki/Paul_Abadie,NNP NNP
Pol Abraham,https://fr.wikipedia.org/wiki/Pol_Abraham,NNP NNP
Dankmar Adler,https://fr.wikipedia.org/wiki/Dankmar_Adler,NNP NNP
Enrico Alvino,https://fr.wikipedia.org/wiki/Enrico_Alvino,NNP NNP
Gunnar Asplund,https://fr.wikipedia.org/wiki/Gunnar_Asplund,NNP NNP
Charles B. Atwood,https://fr.wikipedia.org/wiki/Charles_B._Atwood,NNP NNP NNP
Albert Ballu,https://fr.wikipedia.org/wiki/Albert_Ballu,NNP NNP
Théodore Ballu,https://fr.wikipedia.org/wiki/Théodore_Ballu,RB NNP
Victor Baltard,https://fr.wikipedia.org/wiki/Victor_Baltard,NNP NNP
Charles Barry,https://fr.wikipedia.org/wiki/Charles_Barry,NNP NNP
Frédéric Auguste Bartholdi,https://fr.wikipedia.org/wiki/Frédéric_Auguste_Bartholdi,NNP NNP NNP
Ernesto Basile,https://fr.wikipedia.org/wiki/Ernesto_Basile,NNP NNP
Anatole de Baudot,https://fr.wikipedia.org/wiki/Anatole_de_Baudot,NNP FW NNP
Fritz Beblo,https://fr.wikipedia.org/wiki/Fritz_Beblo,NNP NNP
Hendrik Petrus Berlage,https://fr.wikipedia.org/wiki/Hendrik_Petrus_Berlage,NNP NNP NNP
Paul Boeswillwald,https://fr.wikipedia.org/wiki/Paul_Boeswillwald,NNP NNP
Émile Boeswillwald,https://fr.wikipedia.org/wiki/Émile_Boeswillwald,NN NNP
Daniel Burnham,https://fr.wikipedia.org/wiki/Daniel_Burnham,NNP NNP
Charles Frédéric Chassériau,https://fr.wikipedia.org/wiki/Charles_Frédéric_Chassériau,NNP NNP NNP
Le Corbusier,https://fr.wikipedia.org/wiki/Le_Corbusier,NNP NNP
Gabriel Davioud,https://fr.wikipedia.org/wiki/Gabriel_Davioud,NNP NNP
Henri Deglane,https://fr.wikipedia.org/wiki/Henri_Deglane,NNP NNP
Benjamin De Lestré de Fabribeckers,https://fr.wikipedia.org/wiki/Benjamin_De_Lestré_de_Fabribeckers,NNP NNP NNP IN NNP
Lluís Domènech i Montaner,https://fr.wikipedia.org/wiki/Lluís_Domènech_i_Montaner,NNP NNP NN NNP
Max Edrei,https://fr.wikipedia.org/wiki/Max_Edrei,NNP NNP
Heinrich von Ferstel,https://fr.wikipedia.org/wiki/Heinrich_von_Ferstel,NNP NNP NNP
Pierre Humbert,https://fr.wikipedia.org/wiki/Pierre_Humbert,NNP NNP
Charles Garnier,https://fr.wikipedia.org/wiki/Charles_Garnier,NNP NNP
